size,dist,time,cost,alg
4,euclidean,0.0024,16418.9836,christofides
4,manhattan,0.0013,20022.0,christofides
4,euclidean,0.0029,18871.2324,christofides
4,manhattan,0.0015,21386.0,christofides
4,euclidean,0.0015,20372.9505,christofides
4,manhattan,0.0015,23800.0,christofides
4,euclidean,0.0018,19089.2586,christofides
4,manhattan,0.0018,22302.0,christofides
4,euclidean,0.0017,17292.2191,christofides
4,manhattan,0.0018,22026.0,christofides
4,euclidean,0.002,20249.6489,christofides
4,manhattan,0.0021,25796.0,christofides
4,euclidean,0.0015,20978.5404,christofides
4,manhattan,0.0017,26658.0,christofides
4,euclidean,0.0015,16684.7988,christofides
4,manhattan,0.0019,20514.0,christofides
4,euclidean,0.0022,20369.2986,christofides
4,manhattan,0.0023,26004.0,christofides
4,euclidean,0.0014,18176.4398,christofides
4,manhattan,0.0021,23300.0,christofides
4,euclidean,0.0018,15236.7608,christofides
4,manhattan,0.0017,19432.0,christofides
4,euclidean,0.0019,14099.9949,christofides
4,manhattan,0.0017,15904.0,christofides
4,euclidean,0.0015,17044.6212,christofides
4,manhattan,0.0014,20260.0,christofides
4,euclidean,0.0023,20967.2652,christofides
4,manhattan,0.0015,22648.0,christofides
4,euclidean,0.0022,21135.9303,christofides
4,manhattan,0.0018,24932.0,christofides
4,euclidean,0.0019,21918.0195,christofides
4,manhattan,0.0018,25490.0,christofides
4,euclidean,0.0016,16484.4989,christofides
4,manhattan,0.0019,23696.0,christofides
4,euclidean,0.0017,18760.7736,christofides
4,manhattan,0.0018,23268.0,christofides
4,euclidean,0.0014,17049.8204,christofides
4,manhattan,0.0013,21170.0,christofides
4,euclidean,0.0014,20344.3259,christofides
4,manhattan,0.0015,24916.0,christofides
4,euclidean,0.002,20317.7896,christofides
4,manhattan,0.0015,26876.0,christofides
4,euclidean,0.0015,18140.132,christofides
4,manhattan,0.0014,21862.0,christofides
4,euclidean,0.0017,19804.3851,christofides
4,manhattan,0.0018,26126.0,christofides
4,euclidean,0.0015,20015.2951,christofides
4,manhattan,0.0022,25344.0,christofides
4,euclidean,0.0023,20692.0557,christofides
4,manhattan,0.0023,23258.0,christofides
4,euclidean,0.0016,19596.2908,christofides
4,manhattan,0.0017,25388.0,christofides
4,euclidean,0.0017,19771.7959,christofides
4,manhattan,0.002,24060.0,christofides
4,euclidean,0.0015,16989.9992,christofides
4,manhattan,0.0015,21186.0,christofides
4,euclidean,0.0016,20214.0376,christofides
4,manhattan,0.0014,26140.0,christofides
4,euclidean,0.0015,19563.8326,christofides
4,manhattan,0.002,25014.0,christofides
4,euclidean,0.0021,19745.3623,christofides
4,manhattan,0.0023,26772.0,christofides
4,euclidean,0.0018,19605.1489,christofides
4,manhattan,0.0014,22754.0,christofides
4,euclidean,0.0015,16605.6839,christofides
4,manhattan,0.0015,22080.0,christofides
4,euclidean,0.0023,17254.8795,christofides
4,manhattan,0.0018,19282.0,christofides
4,euclidean,0.0029,19879.4936,christofides
4,manhattan,0.0017,25430.0,christofides
4,euclidean,0.0016,22537.4991,christofides
4,manhattan,0.0019,27896.0,christofides
4,euclidean,0.0013,18122.0751,christofides
4,manhattan,0.0013,22620.0,christofides
4,euclidean,0.0017,16354.5358,christofides
4,manhattan,0.0024,20420.0,christofides
4,euclidean,0.0015,19176.1385,christofides
4,manhattan,0.0014,21100.0,christofides
4,euclidean,0.0024,16231.3437,christofides
4,manhattan,0.0016,19732.0,christofides
4,euclidean,0.0022,14415.2105,christofides
4,manhattan,0.0014,18154.0,christofides
4,euclidean,0.002,22765.2767,christofides
4,manhattan,0.0015,27016.0,christofides
4,euclidean,0.0023,19385.4926,christofides
4,manhattan,0.0014,21556.0,christofides
4,euclidean,0.003,20531.3099,christofides
4,manhattan,0.0022,22834.0,christofides
4,euclidean,0.002,15614.3348,christofides
4,manhattan,0.0016,21814.0,christofides
4,euclidean,0.0023,18175.9979,christofides
4,manhattan,0.0018,20888.0,christofides
4,euclidean,0.0016,18208.9307,christofides
4,manhattan,0.0016,21530.0,christofides
4,euclidean,0.0015,18511.3889,christofides
4,manhattan,0.0013,23158.0,christofides
4,euclidean,0.0015,17358.4117,christofides
4,manhattan,0.0028,22796.0,christofides
4,euclidean,0.0013,17576.17,christofides
4,manhattan,0.0017,24450.0,christofides
5,euclidean,0.0065,26007.1789,christofides
5,manhattan,0.0046,30844.0,christofides
5,euclidean,0.0058,25470.4214,christofides
5,manhattan,0.0058,30576.0,christofides
5,euclidean,0.0073,25995.3935,christofides
5,manhattan,0.0052,31816.0,christofides
5,euclidean,0.0055,24256.2047,christofides
5,manhattan,0.0037,28932.0,christofides
5,euclidean,0.0069,27733.9243,christofides
5,manhattan,0.0068,35246.0,christofides
5,euclidean,0.0064,23281.365,christofides
5,manhattan,0.006,29136.0,christofides
5,euclidean,0.0047,25405.9398,christofides
5,manhattan,0.0077,33712.0,christofides
5,euclidean,0.0082,25896.9702,christofides
5,manhattan,0.0082,32256.0,christofides
5,euclidean,0.0051,27584.6089,christofides
5,manhattan,0.0057,34092.0,christofides
5,euclidean,0.0051,27020.8942,christofides
5,manhattan,0.0055,32578.0,christofides
5,euclidean,0.0098,25771.9655,christofides
5,manhattan,0.0079,31054.0,christofides
5,euclidean,0.0036,20417.938,christofides
5,manhattan,0.0033,26058.0,christofides
5,euclidean,0.0049,24555.7385,christofides
5,manhattan,0.0071,31990.0,christofides
5,euclidean,0.0047,25074.0711,christofides
5,manhattan,0.0049,32794.0,christofides
5,euclidean,0.0087,27055.7068,christofides
5,manhattan,0.0085,30468.0,christofides
5,euclidean,0.0057,22896.2485,christofides
5,manhattan,0.0038,25560.0,christofides
5,euclidean,0.0051,24678.1032,christofides
5,manhattan,0.0053,31990.0,christofides
5,euclidean,0.0048,24256.3662,christofides
5,manhattan,0.005,28468.0,christofides
5,euclidean,0.0065,25387.192,christofides
5,manhattan,0.0073,32892.0,christofides
5,euclidean,0.0042,25859.3413,christofides
5,manhattan,0.0057,35202.0,christofides
5,euclidean,0.0052,22658.2198,christofides
5,manhattan,0.0061,30402.0,christofides
5,euclidean,0.0052,26597.9461,christofides
5,manhattan,0.0055,32984.0,christofides
5,euclidean,0.0059,25712.0737,christofides
5,manhattan,0.0064,32200.0,christofides
5,euclidean,0.0059,21481.9789,christofides
5,manhattan,0.006,25362.0,christofides
5,euclidean,0.0072,25934.2173,christofides
5,manhattan,0.0065,32134.0,christofides
5,euclidean,0.0085,27134.6909,christofides
5,manhattan,0.0078,34426.0,christofides
5,euclidean,0.0064,29065.993,christofides
5,manhattan,0.0058,34486.0,christofides
5,euclidean,0.0066,27317.6454,christofides
5,manhattan,0.0048,31744.0,christofides
5,euclidean,0.0064,26119.4353,christofides
5,manhattan,0.0065,32456.0,christofides
5,euclidean,0.0084,23917.8362,christofides
5,manhattan,0.0081,29228.0,christofides
5,euclidean,0.0094,25708.3715,christofides
5,manhattan,0.0042,34752.0,christofides
5,euclidean,0.0061,26691.7759,christofides
5,manhattan,0.0059,32384.0,christofides
5,euclidean,0.0073,25772.2145,christofides
5,manhattan,0.0072,31640.0,christofides
5,euclidean,0.0071,23997.6699,christofides
5,manhattan,0.0063,29826.0,christofides
5,euclidean,0.0054,28344.7732,christofides
5,manhattan,0.0056,33930.0,christofides
5,euclidean,0.0057,26243.2014,christofides
5,manhattan,0.0048,31760.0,christofides
5,euclidean,0.0044,24070.1799,christofides
5,manhattan,0.0047,30438.0,christofides
5,euclidean,0.0107,30299.2016,christofides
5,manhattan,0.0082,36856.0,christofides
5,euclidean,0.0068,26989.8699,christofides
5,manhattan,0.0083,35022.0,christofides
5,euclidean,0.0052,25829.314,christofides
5,manhattan,0.0057,31928.0,christofides
5,euclidean,0.0068,26764.3118,christofides
5,manhattan,0.0046,32910.0,christofides
5,euclidean,0.0067,29411.0495,christofides
5,manhattan,0.0071,34544.0,christofides
5,euclidean,0.0059,25416.7466,christofides
5,manhattan,0.0089,33450.0,christofides
5,euclidean,0.0087,26023.7622,christofides
5,manhattan,0.0107,32734.0,christofides
5,euclidean,0.0081,24964.3533,christofides
5,manhattan,0.0086,31392.0,christofides
5,euclidean,0.0071,25205.9212,christofides
5,manhattan,0.0072,32650.0,christofides
5,euclidean,0.0085,26744.9195,christofides
5,manhattan,0.0098,31474.0,christofides
5,euclidean,0.012,27061.7958,christofides
5,manhattan,0.01,34180.0,christofides
5,euclidean,0.0082,26341.2626,christofides
5,manhattan,0.0081,33216.0,christofides
5,euclidean,0.0056,24267.5127,christofides
5,manhattan,0.0051,30346.0,christofides
6,euclidean,0.0474,34736.6401,christofides
6,manhattan,0.0411,44164.0,christofides
6,euclidean,0.0248,36755.4215,christofides
6,manhattan,0.0189,42330.0,christofides
6,euclidean,0.0313,37686.2075,christofides
6,manhattan,0.035,45854.0,christofides
6,euclidean,0.0548,34982.2009,christofides
6,manhattan,0.0554,46206.0,christofides
6,euclidean,0.0318,35294.2632,christofides
6,manhattan,0.0387,44076.0,christofides
6,euclidean,0.0285,36259.3574,christofides
6,manhattan,0.0344,45174.0,christofides
6,euclidean,0.0294,34980.8708,christofides
6,manhattan,0.0216,40470.0,christofides
6,euclidean,0.0269,36777.3361,christofides
6,manhattan,0.0338,44222.0,christofides
6,euclidean,0.028,34655.8947,christofides
6,manhattan,0.0565,44114.0,christofides
6,euclidean,0.0421,36468.4963,christofides
6,manhattan,0.0366,45482.0,christofides
6,euclidean,0.0328,34404.8045,christofides
6,manhattan,0.0283,43956.0,christofides
6,euclidean,0.059,34947.5559,christofides
6,manhattan,0.0599,43626.0,christofides
6,euclidean,0.0437,35609.4754,christofides
6,manhattan,0.0353,45750.0,christofides
6,euclidean,0.0281,37120.5418,christofides
6,manhattan,0.0434,43354.0,christofides
6,euclidean,0.0475,34461.1661,christofides
6,manhattan,0.0446,43226.0,christofides
6,euclidean,0.0298,34182.0795,christofides
6,manhattan,0.0366,43564.0,christofides
6,euclidean,0.0326,36853.4099,christofides
6,manhattan,0.0269,43510.0,christofides
6,euclidean,0.0492,33221.5578,christofides
6,manhattan,0.0432,40310.0,christofides
6,euclidean,0.0466,34943.4912,christofides
6,manhattan,0.0378,42818.0,christofides
6,euclidean,0.0264,32431.9201,christofides
6,manhattan,0.0286,39592.0,christofides
6,euclidean,0.0261,35077.3678,christofides
6,manhattan,0.034,45910.0,christofides
6,euclidean,0.0304,36043.512,christofides
6,manhattan,0.046,47462.0,christofides
6,euclidean,0.0386,36229.3398,christofides
6,manhattan,0.0402,45306.0,christofides
6,euclidean,0.053,37198.1889,christofides
6,manhattan,0.0411,43530.0,christofides
6,euclidean,0.0305,32565.8201,christofides
6,manhattan,0.0343,41226.0,christofides
6,euclidean,0.0383,35622.952,christofides
6,manhattan,0.0468,43850.0,christofides
6,euclidean,0.0309,34836.5383,christofides
6,manhattan,0.0343,42938.0,christofides
6,euclidean,0.0445,38151.4602,christofides
6,manhattan,0.0675,48248.0,christofides
6,euclidean,0.0387,37900.114,christofides
6,manhattan,0.0625,47632.0,christofides
6,euclidean,0.0315,31472.9556,christofides
6,manhattan,0.0433,40938.0,christofides
6,euclidean,0.0313,32195.9388,christofides
6,manhattan,0.041,40684.0,christofides
6,euclidean,0.0403,35028.902,christofides
6,manhattan,0.0321,42328.0,christofides
6,euclidean,0.0476,35700.0488,christofides
6,manhattan,0.0483,44964.0,christofides
6,euclidean,0.0288,34592.9606,christofides
6,manhattan,0.0303,45620.0,christofides
6,euclidean,0.0276,37658.1859,christofides
6,manhattan,0.0328,45706.0,christofides
6,euclidean,0.0286,35599.8753,christofides
6,manhattan,0.0265,42770.0,christofides
6,euclidean,0.0213,32428.0969,christofides
6,manhattan,0.0213,42216.0,christofides
6,euclidean,0.0541,38716.0709,christofides
6,manhattan,0.0484,46010.0,christofides
6,euclidean,0.0284,32975.5943,christofides
6,manhattan,0.0355,41984.0,christofides
6,euclidean,0.0361,36121.933,christofides
6,manhattan,0.0379,43584.0,christofides
6,euclidean,0.0231,36114.7052,christofides
6,manhattan,0.0292,44506.0,christofides
6,euclidean,0.0449,37556.6033,christofides
6,manhattan,0.0683,47556.0,christofides
6,euclidean,0.0444,35369.7106,christofides
6,manhattan,0.0354,43820.0,christofides
6,euclidean,0.0368,36200.5612,christofides
6,manhattan,0.0618,45060.0,christofides
6,euclidean,0.0681,33590.0706,christofides
6,manhattan,0.0439,42278.0,christofides
6,euclidean,0.0219,38296.6015,christofides
6,manhattan,0.0371,50310.0,christofides
6,euclidean,0.0281,38089.7741,christofides
6,manhattan,0.0287,45960.0,christofides
6,euclidean,0.0293,36328.857,christofides
6,manhattan,0.0263,45230.0,christofides
6,euclidean,0.0434,33240.4868,christofides
6,manhattan,0.0345,40786.0,christofides
6,euclidean,0.0578,36908.3664,christofides
6,manhattan,0.0484,45710.0,christofides
7,euclidean,0.172,45689.8083,christofides
7,manhattan,0.2377,58158.0,christofides
7,euclidean,0.1862,46685.0849,christofides
7,manhattan,0.1774,58336.0,christofides
7,euclidean,0.1424,49465.9314,christofides
7,manhattan,0.2112,61362.0,christofides
7,euclidean,0.1334,49415.0581,christofides
7,manhattan,0.104,63054.0,christofides
7,euclidean,0.1313,47789.3477,christofides
7,manhattan,0.1542,61210.0,christofides
7,euclidean,0.1352,51145.6387,christofides
7,manhattan,0.1682,64536.0,christofides
7,euclidean,0.1145,47019.6983,christofides
7,manhattan,0.154,58454.0,christofides
7,euclidean,0.1982,47663.4921,christofides
7,manhattan,0.2302,58222.0,christofides
7,euclidean,0.268,49661.1147,christofides
7,manhattan,0.2094,62030.0,christofides
7,euclidean,0.2177,49729.0557,christofides
7,manhattan,0.214,62512.0,christofides
7,euclidean,0.1452,47611.1183,christofides
7,manhattan,0.1695,58804.0,christofides
7,euclidean,0.2622,48995.342,christofides
7,manhattan,0.187,62008.0,christofides
7,euclidean,0.23,47957.095,christofides
7,manhattan,0.2469,58874.0,christofides
7,euclidean,0.3469,50080.4575,christofides
7,manhattan,0.3844,64054.0,christofides
7,euclidean,0.284,47870.1835,christofides
7,manhattan,0.4276,60516.0,christofides
7,euclidean,0.3556,50465.8139,christofides
7,manhattan,0.3778,62528.0,christofides
7,euclidean,0.2981,47947.6592,christofides
7,manhattan,0.2931,59024.0,christofides
7,euclidean,0.1829,47740.0801,christofides
7,manhattan,0.2193,58824.0,christofides
7,euclidean,0.3965,50427.6152,christofides
7,manhattan,0.2682,61144.0,christofides
7,euclidean,0.2069,51880.0068,christofides
7,manhattan,0.1745,63462.0,christofides
7,euclidean,0.1592,49623.2751,christofides
7,manhattan,0.2173,61152.0,christofides
7,euclidean,0.2559,49155.4318,christofides
7,manhattan,0.2257,63026.0,christofides
7,euclidean,0.1332,45476.2311,christofides
7,manhattan,0.2621,58356.0,christofides
7,euclidean,0.1911,49083.8534,christofides
7,manhattan,0.2099,62242.0,christofides
7,euclidean,0.2762,49869.2014,christofides
7,manhattan,0.2805,60154.0,christofides
7,euclidean,0.3104,51079.8323,christofides
7,manhattan,0.4771,65534.0,christofides
7,euclidean,0.1788,49977.0029,christofides
7,manhattan,0.2326,63288.0,christofides
7,euclidean,0.206,45626.7463,christofides
7,manhattan,0.2607,58032.0,christofides
7,euclidean,0.2397,49585.5437,christofides
7,manhattan,0.1892,58910.0,christofides
7,euclidean,0.2324,49236.3518,christofides
7,manhattan,0.2211,62506.0,christofides
7,euclidean,0.2189,51412.8827,christofides
7,manhattan,0.2988,65290.0,christofides
7,euclidean,0.2487,48676.283,christofides
7,manhattan,0.2157,58510.0,christofides
7,euclidean,0.2349,46833.7512,christofides
7,manhattan,0.2191,58488.0,christofides
7,euclidean,0.2145,48526.9144,christofides
7,manhattan,0.3205,58998.0,christofides
7,euclidean,0.2106,49852.6628,christofides
7,manhattan,0.1737,62400.0,christofides
7,euclidean,0.1108,47038.3075,christofides
7,manhattan,0.1283,59062.0,christofides
7,euclidean,0.2243,49862.3617,christofides
7,manhattan,0.1529,62258.0,christofides
7,euclidean,0.1368,49303.9995,christofides
7,manhattan,0.1066,61214.0,christofides
7,euclidean,0.1473,47427.4092,christofides
7,manhattan,0.115,59714.0,christofides
7,euclidean,0.1265,48171.1677,christofides
7,manhattan,0.1532,59672.0,christofides
7,euclidean,0.1149,48473.8183,christofides
7,manhattan,0.1635,64152.0,christofides
7,euclidean,0.1196,49709.3375,christofides
7,manhattan,0.1286,60696.0,christofides
7,euclidean,0.1139,47282.993,christofides
7,manhattan,0.0969,60344.0,christofides
7,euclidean,0.1472,53078.4108,christofides
7,manhattan,0.1654,65782.0,christofides
7,euclidean,0.1064,48621.6166,christofides
7,manhattan,0.1591,62692.0,christofides
7,euclidean,0.133,47586.5344,christofides
7,manhattan,0.1299,61144.0,christofides
7,euclidean,0.1549,47068.5109,christofides
7,manhattan,0.132,61744.0,christofides
7,euclidean,0.1313,51018.8419,christofides
7,manhattan,0.2331,64516.0,christofides
7,euclidean,0.1208,48707.4346,christofides
7,manhattan,0.1305,61082.0,christofides
7,euclidean,0.1282,48693.5189,christofides
7,manhattan,0.1363,61128.0,christofides
8,euclidean,0.8581,66534.4896,christofides
8,manhattan,1.1169,82790.0,christofides
8,euclidean,0.5849,67799.2888,christofides
8,manhattan,0.7435,83174.0,christofides
8,euclidean,0.8405,66037.5632,christofides
8,manhattan,0.685,82240.0,christofides
8,euclidean,0.9333,67690.6825,christofides
8,manhattan,1.511,87406.0,christofides
8,euclidean,1.0368,68505.9735,christofides
8,manhattan,1.444,87876.0,christofides
8,euclidean,2.2805,66983.4319,christofides
8,manhattan,1.1374,84564.0,christofides
8,euclidean,0.9485,68422.4731,christofides
8,manhattan,1.3876,88326.0,christofides
8,euclidean,1.3921,65888.1763,christofides
8,manhattan,1.0096,83960.0,christofides
8,euclidean,1.0097,66800.922,christofides
8,manhattan,0.8621,84004.0,christofides
8,euclidean,0.8539,67756.4144,christofides
8,manhattan,1.0112,86588.0,christofides
8,euclidean,0.8869,68345.0755,christofides
8,manhattan,0.9126,83530.0,christofides
8,euclidean,0.7795,64925.3943,christofides
8,manhattan,0.8262,82764.0,christofides
8,euclidean,1.069,68883.1226,christofides
8,manhattan,0.8407,86616.0,christofides
8,euclidean,0.9048,65365.9871,christofides
8,manhattan,1.2078,80396.0,christofides
8,euclidean,0.847,65903.9072,christofides
8,manhattan,1.0405,84142.0,christofides
8,euclidean,1.5192,67837.3292,christofides
8,manhattan,1.7649,88120.0,christofides
8,euclidean,0.9936,67488.9296,christofides
8,manhattan,0.9337,83522.0,christofides
8,euclidean,1.3754,69309.4293,christofides
8,manhattan,0.9655,87272.0,christofides
8,euclidean,0.7941,65929.4041,christofides
8,manhattan,1.1167,84080.0,christofides
8,euclidean,1.6468,69213.2135,christofides
8,manhattan,2.5563,87712.0,christofides
8,euclidean,1.7188,69113.915,christofides
8,manhattan,1.5806,86790.0,christofides
8,euclidean,1.3598,64021.1317,christofides
8,manhattan,2.1287,82646.0,christofides
8,euclidean,1.1007,68625.6294,christofides
8,manhattan,1.0121,87920.0,christofides
8,euclidean,0.8985,66331.9678,christofides
8,manhattan,0.8404,83562.0,christofides
8,euclidean,1.0538,67681.2916,christofides
8,manhattan,0.77,83280.0,christofides
8,euclidean,0.8502,66933.6818,christofides
8,manhattan,0.9252,85886.0,christofides
8,euclidean,0.8776,67201.4361,christofides
8,manhattan,0.7583,82946.0,christofides
8,euclidean,0.9004,68857.5629,christofides
8,manhattan,0.8666,85930.0,christofides
8,euclidean,0.9546,66467.5995,christofides
8,manhattan,0.8848,83686.0,christofides
8,euclidean,1.1753,67844.4428,christofides
8,manhattan,1.5667,85874.0,christofides
8,euclidean,0.7749,68606.7618,christofides
8,manhattan,0.9252,84404.0,christofides
8,euclidean,0.7819,68899.8853,christofides
8,manhattan,0.9135,88682.0,christofides
8,euclidean,1.0481,68414.0361,christofides
8,manhattan,0.8494,84114.0,christofides
8,euclidean,0.9214,66296.1771,christofides
8,manhattan,0.9116,83350.0,christofides
8,euclidean,1.0875,66634.1722,christofides
8,manhattan,1.0132,83416.0,christofides
8,euclidean,0.9207,66091.3381,christofides
8,manhattan,0.9995,86636.0,christofides
8,euclidean,0.9607,67232.1106,christofides
8,manhattan,1.3515,85266.0,christofides
8,euclidean,0.9274,69212.6588,christofides
8,manhattan,1.0247,84972.0,christofides
8,euclidean,0.8695,70396.0188,christofides
8,manhattan,0.9175,88090.0,christofides
8,euclidean,0.8846,68910.2825,christofides
8,manhattan,0.9835,86972.0,christofides
8,euclidean,0.9184,68164.7931,christofides
8,manhattan,1.1067,85686.0,christofides
8,euclidean,0.8675,69274.3145,christofides
8,manhattan,0.7331,85170.0,christofides
8,euclidean,0.823,66702.0313,christofides
8,manhattan,0.861,83546.0,christofides
8,euclidean,0.9016,68105.8118,christofides
8,manhattan,1.0324,86720.0,christofides
8,euclidean,0.9122,66604.5676,christofides
8,manhattan,0.8846,83420.0,christofides
8,euclidean,0.8269,66873.9525,christofides
8,manhattan,1.0912,84276.0,christofides
8,euclidean,0.892,69922.7598,christofides
8,manhattan,0.8201,87592.0,christofides
8,euclidean,0.922,66704.3198,christofides
8,manhattan,1.0392,82726.0,christofides
8,euclidean,0.8123,66095.2143,christofides
8,manhattan,0.8822,84006.0,christofides
8,euclidean,0.7777,68412.1859,christofides
8,manhattan,0.8893,85512.0,christofides
9,euclidean,5.4832,94420.4277,christofides
9,manhattan,6.3544,120816.0,christofides
9,euclidean,5.9281,92674.7207,christofides
9,manhattan,6.3164,117178.0,christofides
9,euclidean,7.9252,94205.063,christofides
9,manhattan,7.2607,120260.0,christofides
9,euclidean,6.5489,93722.3005,christofides
9,manhattan,7.9725,119058.0,christofides
9,euclidean,6.2423,95508.7051,christofides
9,manhattan,7.2889,118248.0,christofides
9,euclidean,7.8182,95802.956,christofides
9,manhattan,6.6227,121376.0,christofides
9,euclidean,5.8022,93510.9891,christofides
9,manhattan,6.0616,119478.0,christofides
9,euclidean,7.6889,94192.3776,christofides
9,manhattan,5.6126,116880.0,christofides
9,euclidean,7.964,94580.4692,christofides
9,manhattan,8.5748,120738.0,christofides
9,euclidean,6.4355,94428.3061,christofides
9,manhattan,7.7629,119616.0,christofides
9,euclidean,5.7,91011.5515,christofides
9,manhattan,4.947,113910.0,christofides
