size,time,path,cost
4,0.0009,"[0, 5, 1, 10, 8, 11, 13, 3, 2, 4, 14, 7, 6, 9, 15, 12, 0]",4902.2187
4,0.0009,"[0, 6, 1, 8, 14, 12, 10, 5, 7, 3, 15, 4, 11, 2, 13, 9, 0]",4508.4423
4,0.0012,"[0, 1, 5, 13, 6, 4, 2, 12, 9, 15, 10, 11, 3, 7, 8, 14, 0]",3428.7352
4,0.001,"[0, 10, 7, 8, 12, 1, 15, 4, 2, 9, 6, 11, 13, 14, 3, 5, 0]",4879.3637
4,0.0009,"[0, 12, 9, 3, 11, 10, 8, 1, 7, 2, 4, 5, 6, 14, 13, 15, 0]",5152.9814
4,0.001,"[0, 10, 1, 6, 11, 7, 15, 3, 8, 14, 9, 12, 13, 2, 5, 4, 0]",3891.8509
4,0.001,"[0, 10, 2, 6, 14, 13, 1, 4, 7, 15, 9, 8, 12, 11, 3, 5, 0]",4388.524
4,0.0012,"[0, 4, 5, 13, 15, 7, 6, 12, 10, 3, 2, 8, 1, 11, 14, 9, 0]",4928.3943
4,0.0016,"[0, 9, 5, 14, 7, 1, 11, 2, 10, 13, 4, 3, 8, 6, 15, 12, 0]",4268.7531
4,0.001,"[0, 8, 14, 2, 7, 5, 6, 1, 10, 3, 12, 13, 4, 15, 9, 11, 0]",3884.4983
4,0.0009,"[0, 6, 5, 1, 15, 8, 2, 11, 14, 10, 7, 12, 9, 3, 13, 4, 0]",4146.3591
4,0.0012,"[0, 7, 2, 10, 6, 4, 1, 9, 5, 12, 3, 11, 15, 14, 8, 13, 0]",5473.8539
4,0.001,"[0, 10, 9, 6, 12, 13, 1, 11, 5, 14, 15, 8, 7, 4, 3, 2, 0]",4429.8776
4,0.0009,"[0, 14, 2, 9, 11, 7, 8, 4, 5, 1, 13, 15, 6, 12, 3, 10, 0]",3277.1853
4,0.001,"[0, 9, 5, 14, 6, 12, 15, 11, 13, 10, 3, 2, 7, 4, 8, 1, 0]",4244.4427
4,0.0012,"[0, 9, 7, 2, 13, 1, 3, 6, 11, 4, 15, 8, 12, 14, 10, 5, 0]",4201.4081
4,0.001,"[0, 12, 6, 3, 2, 9, 4, 1, 8, 10, 15, 13, 11, 5, 7, 14, 0]",4508.5754
4,0.0012,"[0, 15, 2, 5, 11, 6, 3, 13, 7, 14, 4, 10, 9, 1, 12, 8, 0]",4285.8974
4,0.0012,"[0, 13, 12, 15, 8, 3, 14, 4, 5, 2, 10, 9, 1, 7, 6, 11, 0]",3696.5755
4,0.0011,"[0, 14, 11, 5, 10, 13, 3, 2, 9, 15, 4, 12, 8, 7, 6, 1, 0]",3322.2136
4,0.0012,"[0, 7, 3, 12, 2, 1, 5, 14, 4, 9, 6, 11, 15, 13, 8, 10, 0]",4354.5322
4,0.001,"[0, 4, 7, 3, 5, 14, 10, 12, 15, 13, 2, 11, 1, 8, 6, 9, 0]",4759.1477
4,0.001,"[0, 15, 2, 6, 13, 12, 9, 4, 11, 7, 5, 3, 14, 8, 1, 10, 0]",4284.7828
4,0.0015,"[0, 6, 7, 5, 9, 14, 11, 12, 15, 1, 3, 8, 4, 13, 2, 10, 0]",5101.2261
4,0.001,"[0, 6, 9, 14, 7, 15, 3, 11, 8, 12, 2, 4, 13, 10, 5, 1, 0]",3881.4931
4,0.001,"[0, 3, 5, 1, 7, 15, 12, 8, 4, 9, 2, 6, 13, 10, 14, 11, 0]",3756.6087
4,0.0012,"[0, 7, 2, 4, 10, 11, 14, 12, 6, 5, 13, 1, 3, 9, 8, 15, 0]",3524.4309
4,0.0011,"[0, 11, 9, 10, 3, 6, 12, 5, 8, 4, 14, 15, 2, 7, 1, 13, 0]",4711.3245
4,0.001,"[0, 6, 8, 14, 9, 3, 1, 11, 4, 5, 2, 10, 13, 7, 15, 12, 0]",4611.785
4,0.0011,"[0, 1, 13, 3, 9, 6, 2, 10, 12, 15, 8, 11, 7, 14, 5, 4, 0]",4433.7857
4,0.001,"[0, 10, 5, 14, 3, 11, 13, 12, 8, 15, 6, 2, 9, 4, 1, 7, 0]",4154.3717
4,0.001,"[0, 1, 4, 15, 2, 5, 12, 9, 11, 14, 13, 3, 6, 10, 8, 7, 0]",4654.4348
4,0.0012,"[0, 6, 8, 10, 15, 4, 5, 3, 9, 1, 7, 13, 2, 12, 11, 14, 0]",4741.5986
4,0.0016,"[0, 13, 5, 14, 15, 8, 7, 4, 12, 3, 9, 2, 10, 11, 1, 6, 0]",3911.0173
4,0.0011,"[0, 3, 12, 2, 15, 7, 5, 14, 8, 9, 13, 1, 4, 6, 10, 11, 0]",3552.8316
4,0.0011,"[0, 14, 15, 5, 7, 11, 6, 8, 3, 9, 13, 4, 10, 1, 12, 2, 0]",4193.9573
4,0.0009,"[0, 4, 13, 2, 5, 8, 11, 1, 15, 7, 6, 3, 12, 10, 14, 9, 0]",4642.7955
4,0.0014,"[0, 7, 4, 6, 15, 9, 3, 10, 11, 5, 1, 13, 8, 2, 14, 12, 0]",3528.5158
4,0.0012,"[0, 15, 11, 4, 14, 8, 1, 7, 12, 3, 6, 5, 2, 9, 10, 13, 0]",3803.9519
4,0.0011,"[0, 2, 9, 15, 6, 3, 1, 14, 4, 13, 11, 12, 7, 10, 8, 5, 0]",4046.5707
4,0.0012,"[0, 2, 3, 7, 8, 13, 15, 1, 10, 6, 11, 14, 12, 4, 9, 5, 0]",5189.1162
4,0.0009,"[0, 8, 15, 6, 10, 14, 7, 5, 11, 4, 1, 9, 3, 12, 13, 2, 0]",4430.1946
4,0.001,"[0, 3, 15, 11, 13, 1, 6, 7, 5, 2, 10, 9, 12, 14, 8, 4, 0]",4522.4925
4,0.0014,"[0, 10, 5, 14, 2, 15, 1, 11, 12, 7, 9, 8, 4, 3, 6, 13, 0]",3936.0637
4,0.0009,"[0, 6, 10, 3, 11, 8, 4, 12, 2, 13, 7, 14, 5, 9, 15, 1, 0]",4958.0502
4,0.001,"[0, 12, 5, 7, 11, 10, 3, 9, 1, 6, 4, 15, 2, 8, 14, 13, 0]",4648.369
4,0.0011,"[0, 8, 12, 10, 6, 14, 2, 3, 7, 11, 5, 4, 15, 1, 13, 9, 0]",4583.585
4,0.0011,"[0, 10, 9, 1, 5, 8, 11, 14, 3, 15, 13, 7, 6, 4, 12, 2, 0]",4191.7745
4,0.0011,"[0, 9, 8, 6, 2, 7, 14, 4, 10, 12, 1, 15, 13, 3, 5, 11, 0]",4593.0872
4,0.0009,"[0, 14, 3, 6, 1, 11, 4, 9, 12, 10, 15, 2, 7, 5, 13, 8, 0]",4092.5739
4,0.0009,"[0, 13, 2, 1, 12, 14, 8, 9, 15, 4, 3, 11, 10, 7, 5, 6, 0]",4743.0335
4,0.0012,"[0, 1, 3, 6, 10, 2, 14, 9, 12, 5, 15, 13, 4, 11, 7, 8, 0]",4095.4799
4,0.001,"[0, 3, 11, 13, 4, 8, 1, 6, 14, 15, 9, 7, 5, 12, 10, 2, 0]",5710.9697
4,0.001,"[0, 8, 15, 2, 4, 13, 14, 9, 3, 5, 12, 10, 11, 6, 1, 7, 0]",3156.5705
4,0.0009,"[0, 13, 15, 2, 3, 7, 5, 12, 10, 4, 1, 14, 8, 6, 11, 9, 0]",4441.0541
4,0.0022,"[0, 8, 4, 13, 6, 1, 2, 12, 9, 15, 3, 11, 7, 10, 5, 14, 0]",4814.3983
4,0.0009,"[0, 15, 10, 6, 13, 2, 7, 9, 1, 3, 4, 5, 11, 12, 8, 14, 0]",4818.8555
4,0.0009,"[0, 6, 9, 1, 7, 3, 2, 4, 14, 5, 15, 8, 13, 11, 12, 10, 0]",3978.0887
4,0.0011,"[0, 8, 11, 4, 15, 12, 3, 13, 14, 9, 5, 6, 2, 1, 7, 10, 0]",4716.089
4,0.0011,"[0, 11, 10, 14, 13, 5, 3, 7, 1, 6, 12, 9, 2, 8, 4, 15, 0]",4475.0949
4,0.001,"[0, 13, 12, 8, 10, 9, 15, 5, 3, 11, 14, 7, 6, 1, 2, 4, 0]",4397.56
4,0.002,"[0, 6, 8, 1, 11, 14, 15, 13, 2, 9, 5, 4, 10, 12, 3, 7, 0]",4169.3793
4,0.001,"[0, 7, 12, 2, 3, 5, 8, 11, 6, 1, 14, 4, 9, 15, 10, 13, 0]",4613.5814
4,0.001,"[0, 13, 6, 7, 15, 9, 2, 5, 8, 11, 14, 12, 3, 10, 4, 1, 0]",4787.2198
4,0.0012,"[0, 5, 3, 6, 8, 10, 14, 11, 1, 13, 2, 7, 9, 4, 15, 12, 0]",3953.4068
4,0.001,"[0, 10, 3, 12, 11, 1, 7, 2, 8, 4, 13, 15, 5, 9, 14, 6, 0]",3547.5884
4,0.0011,"[0, 2, 5, 15, 8, 12, 4, 14, 6, 9, 3, 7, 10, 13, 1, 11, 0]",3520.3514
4,0.0015,"[0, 3, 5, 4, 6, 12, 1, 15, 14, 9, 8, 2, 13, 7, 11, 10, 0]",4261.2327
4,0.0009,"[0, 10, 6, 7, 13, 11, 9, 12, 3, 8, 1, 5, 4, 15, 14, 2, 0]",4453.9836
4,0.0009,"[0, 12, 1, 13, 7, 4, 11, 10, 14, 5, 2, 15, 9, 3, 8, 6, 0]",3863.6479
4,0.0011,"[0, 5, 7, 14, 3, 2, 15, 9, 1, 8, 13, 6, 12, 4, 11, 10, 0]",4264.8452
4,0.001,"[0, 9, 3, 13, 4, 7, 10, 2, 8, 15, 14, 11, 6, 1, 12, 5, 0]",4828.9745
4,0.0009,"[0, 13, 12, 14, 3, 6, 9, 2, 11, 10, 8, 5, 4, 7, 15, 1, 0]",4266.9739
4,0.0012,"[0, 10, 13, 5, 8, 6, 11, 3, 2, 9, 7, 1, 12, 15, 14, 4, 0]",3853.9573
4,0.0011,"[0, 15, 2, 6, 9, 8, 7, 3, 1, 12, 13, 10, 5, 14, 4, 11, 0]",4017.8508
4,0.0016,"[0, 8, 3, 13, 9, 4, 11, 7, 5, 6, 2, 15, 1, 10, 12, 14, 0]",4178.1564
4,0.0016,"[0, 14, 11, 13, 10, 8, 6, 4, 15, 3, 5, 7, 9, 12, 1, 2, 0]",3853.964
4,0.0011,"[0, 5, 9, 8, 7, 1, 3, 2, 15, 6, 11, 4, 13, 12, 14, 10, 0]",4707.2717
4,0.0009,"[0, 7, 9, 10, 2, 13, 6, 15, 14, 1, 3, 12, 8, 11, 4, 5, 0]",3423.9457
4,0.001,"[0, 3, 14, 8, 5, 9, 2, 7, 15, 1, 11, 12, 10, 6, 13, 4, 0]",4646.4976
4,0.001,"[0, 14, 4, 8, 11, 3, 12, 9, 13, 2, 5, 10, 15, 1, 6, 7, 0]",4799.7773
4,0.0013,"[0, 13, 12, 6, 10, 11, 5, 8, 2, 14, 7, 1, 15, 9, 3, 4, 0]",4419.5552
4,0.0019,"[0, 15, 2, 5, 3, 6, 14, 9, 10, 12, 4, 11, 8, 1, 7, 13, 0]",3817.514
4,0.0019,"[0, 11, 2, 15, 12, 5, 3, 6, 14, 7, 4, 10, 1, 8, 9, 13, 0]",3998.4807
4,0.0021,"[0, 5, 3, 11, 10, 8, 1, 7, 12, 6, 4, 15, 9, 14, 2, 13, 0]",4287.5994
4,0.0019,"[0, 1, 11, 12, 10, 7, 5, 9, 14, 2, 15, 8, 4, 6, 3, 13, 0]",3842.5072
4,0.0012,"[0, 15, 4, 7, 6, 2, 1, 11, 8, 5, 12, 3, 13, 10, 14, 9, 0]",3589.517
4,0.0022,"[0, 10, 13, 2, 1, 12, 14, 9, 3, 4, 7, 6, 11, 15, 5, 8, 0]",4456.9807
4,0.001,"[0, 15, 3, 12, 8, 2, 11, 5, 10, 13, 14, 9, 6, 7, 1, 4, 0]",3905.5496
4,0.0009,"[0, 6, 10, 2, 13, 14, 4, 3, 5, 7, 12, 1, 11, 15, 8, 9, 0]",4160.2163
4,0.0014,"[0, 15, 4, 8, 2, 1, 3, 10, 12, 11, 6, 5, 13, 14, 9, 7, 0]",4506.3693
4,0.0011,"[0, 14, 13, 7, 8, 12, 3, 4, 11, 9, 10, 5, 15, 1, 6, 2, 0]",4428.2915
4,0.0014,"[0, 15, 7, 8, 13, 5, 14, 9, 12, 6, 11, 10, 4, 3, 1, 2, 0]",3658.2172
4,0.0015,"[0, 12, 3, 4, 8, 6, 10, 2, 1, 15, 7, 13, 9, 5, 14, 11, 0]",4176.8697
4,0.0011,"[0, 15, 3, 6, 1, 9, 4, 7, 12, 10, 2, 11, 14, 13, 5, 8, 0]",4784.4096
4,0.0011,"[0, 7, 10, 11, 14, 12, 15, 1, 9, 6, 3, 8, 5, 2, 13, 4, 0]",4330.903
4,0.001,"[0, 13, 3, 11, 15, 8, 7, 4, 9, 5, 12, 1, 14, 2, 6, 10, 0]",4406.3824
4,0.001,"[0, 9, 4, 2, 10, 6, 12, 8, 3, 11, 14, 5, 15, 1, 13, 7, 0]",4636.4965
4,0.0014,"[0, 6, 10, 3, 2, 14, 4, 12, 7, 11, 9, 15, 8, 1, 5, 13, 0]",4816.7165
4,0.0014,"[0, 4, 12, 1, 13, 7, 8, 5, 9, 10, 15, 3, 6, 11, 14, 2, 0]",4396.6353
4,0.001,"[0, 9, 7, 14, 10, 3, 15, 2, 1, 8, 6, 13, 5, 4, 11, 12, 0]",5187.7617
4,0.0014,"[0, 11, 5, 12, 7, 14, 15, 4, 8, 9, 10, 1, 6, 3, 2, 13, 0]",3926.8791
4,0.0011,"[0, 13, 7, 12, 14, 10, 15, 4, 9, 1, 2, 3, 5, 6, 8, 11, 0]",4383.9122
4,0.0018,"[0, 1, 10, 11, 8, 12, 5, 15, 3, 6, 4, 9, 14, 7, 2, 13, 0]",3976.4738
4,0.0018,"[0, 9, 2, 11, 12, 1, 7, 10, 14, 8, 5, 4, 3, 15, 6, 13, 0]",3627.7056
4,0.0011,"[0, 10, 8, 14, 6, 3, 11, 4, 1, 2, 7, 9, 5, 13, 12, 15, 0]",4035.3573
4,0.0014,"[0, 1, 13, 5, 3, 11, 6, 15, 12, 14, 2, 7, 4, 8, 10, 9, 0]",3262.9035
4,0.0011,"[0, 3, 13, 14, 1, 5, 11, 10, 15, 7, 12, 4, 2, 8, 6, 9, 0]",4748.0237
4,0.0017,"[0, 3, 11, 15, 8, 5, 7, 10, 6, 2, 9, 12, 13, 4, 14, 1, 0]",3256.388
4,0.0017,"[0, 7, 4, 10, 8, 15, 11, 6, 13, 12, 9, 1, 2, 3, 14, 5, 0]",3868.1451
4,0.0015,"[0, 1, 13, 7, 10, 2, 9, 14, 15, 3, 12, 11, 4, 5, 6, 8, 0]",4282.7522
4,0.0014,"[0, 3, 9, 13, 5, 2, 4, 7, 14, 10, 15, 11, 1, 8, 6, 12, 0]",4662.2679
4,0.001,"[0, 5, 12, 2, 3, 1, 7, 14, 10, 8, 11, 15, 9, 4, 13, 6, 0]",4812.2325
4,0.0015,"[0, 2, 15, 12, 4, 5, 6, 3, 14, 8, 13, 1, 10, 9, 7, 11, 0]",3793.3667
4,0.001,"[0, 11, 4, 3, 6, 8, 12, 7, 2, 13, 1, 5, 15, 9, 10, 14, 0]",3952.823
4,0.001,"[0, 3, 14, 11, 6, 2, 9, 15, 8, 7, 10, 1, 12, 4, 5, 13, 0]",4496.5312
4,0.0017,"[0, 11, 10, 15, 4, 14, 5, 7, 3, 12, 6, 2, 13, 1, 8, 9, 0]",3661.9185
4,0.001,"[0, 15, 4, 6, 12, 8, 9, 14, 5, 11, 1, 13, 7, 3, 2, 10, 0]",3758.7865
4,0.0015,"[0, 9, 14, 10, 4, 6, 12, 1, 8, 3, 5, 2, 15, 11, 13, 7, 0]",4422.6049
4,0.0014,"[0, 3, 13, 1, 7, 11, 6, 10, 5, 4, 12, 9, 14, 8, 2, 15, 0]",4570.2878
4,0.001,"[0, 6, 15, 11, 7, 14, 12, 9, 2, 10, 13, 8, 4, 5, 3, 1, 0]",3562.829
4,0.0009,"[0, 1, 4, 7, 9, 14, 15, 11, 10, 8, 6, 12, 3, 13, 5, 2, 0]",4487.5519
4,0.001,"[0, 15, 14, 11, 9, 1, 3, 4, 12, 8, 7, 13, 10, 2, 6, 5, 0]",2830.5252
4,0.001,"[0, 3, 13, 7, 5, 11, 1, 14, 12, 8, 9, 10, 6, 15, 2, 4, 0]",4573.6041
4,0.0012,"[0, 10, 8, 9, 3, 4, 15, 7, 1, 5, 13, 11, 14, 12, 2, 6, 0]",4553.521
4,0.0017,"[0, 8, 7, 13, 11, 2, 3, 15, 5, 4, 1, 9, 14, 12, 10, 6, 0]",3440.2455
4,0.001,"[0, 3, 9, 14, 15, 4, 11, 12, 8, 2, 5, 6, 10, 1, 13, 7, 0]",4180.8991
4,0.0014,"[0, 7, 12, 13, 9, 2, 3, 1, 11, 4, 15, 5, 14, 6, 8, 10, 0]",4373.8018
4,0.001,"[0, 1, 2, 12, 6, 14, 9, 7, 10, 3, 5, 13, 15, 11, 8, 4, 0]",4252.7084
4,0.0013,"[0, 3, 4, 9, 6, 5, 15, 12, 1, 7, 2, 10, 11, 13, 14, 8, 0]",4008.7874
4,0.0012,"[0, 3, 11, 10, 15, 9, 1, 7, 12, 4, 13, 14, 6, 2, 5, 8, 0]",4275.8061
4,0.0011,"[0, 2, 10, 5, 4, 14, 3, 8, 11, 9, 1, 15, 7, 12, 6, 13, 0]",4479.8154
4,0.0015,"[0, 7, 5, 14, 8, 6, 13, 10, 12, 1, 15, 3, 4, 9, 2, 11, 0]",4227.7262
4,0.001,"[0, 13, 4, 7, 3, 9, 14, 6, 8, 15, 10, 12, 11, 2, 5, 1, 0]",4043.7358
4,0.001,"[0, 12, 11, 2, 10, 4, 14, 8, 1, 7, 15, 3, 5, 6, 13, 9, 0]",4552.992
4,0.0016,"[0, 4, 1, 13, 15, 12, 6, 2, 3, 5, 8, 7, 10, 9, 11, 14, 0]",3684.1332
4,0.001,"[0, 12, 3, 4, 11, 13, 6, 5, 9, 10, 8, 15, 2, 14, 1, 7, 0]",3856.8419
4,0.001,"[0, 1, 5, 4, 12, 6, 2, 11, 10, 13, 3, 7, 15, 14, 9, 8, 0]",3409.662
4,0.0013,"[0, 14, 10, 4, 8, 9, 2, 11, 3, 15, 1, 13, 5, 12, 7, 6, 0]",5353.6745
4,0.0011,"[0, 15, 8, 1, 12, 14, 5, 11, 13, 9, 3, 2, 6, 10, 4, 7, 0]",4343.9219
4,0.0014,"[0, 12, 2, 11, 15, 8, 1, 3, 14, 10, 7, 13, 4, 5, 6, 9, 0]",4823.6968
4,0.0013,"[0, 5, 3, 11, 12, 9, 15, 14, 7, 4, 8, 10, 13, 1, 6, 2, 0]",4751.0987
4,0.0019,"[0, 8, 11, 10, 7, 9, 4, 12, 13, 1, 15, 2, 14, 3, 6, 5, 0]",4623.2506
4,0.0011,"[0, 5, 2, 6, 14, 3, 10, 4, 12, 13, 8, 11, 1, 7, 9, 15, 0]",4105.0655
4,0.0009,"[0, 7, 15, 14, 3, 2, 13, 1, 4, 10, 12, 8, 5, 11, 9, 6, 0]",4311.6748
4,0.001,"[0, 8, 13, 4, 3, 15, 6, 11, 9, 12, 7, 1, 14, 2, 10, 5, 0]",4608.9807
4,0.001,"[0, 7, 8, 5, 14, 9, 11, 3, 13, 6, 2, 4, 1, 10, 15, 12, 0]",3962.4374
4,0.001,"[0, 8, 4, 6, 2, 1, 7, 9, 14, 11, 15, 3, 10, 5, 13, 12, 0]",4056.9154
4,0.0011,"[0, 8, 1, 6, 13, 9, 14, 10, 5, 15, 7, 12, 11, 2, 4, 3, 0]",4522.2943
4,0.001,"[0, 4, 10, 14, 12, 5, 11, 15, 13, 1, 8, 7, 2, 6, 3, 9, 0]",4569.5869
4,0.001,"[0, 2, 1, 5, 13, 12, 15, 11, 14, 9, 4, 10, 8, 6, 7, 3, 0]",3513.6016
4,0.0019,"[0, 5, 6, 7, 11, 9, 13, 14, 4, 10, 2, 1, 8, 15, 12, 3, 0]",3736.1946
4,0.0009,"[0, 11, 1, 8, 10, 14, 4, 9, 12, 5, 7, 2, 13, 3, 15, 6, 0]",4499.7447
4,0.0009,"[0, 1, 3, 15, 6, 7, 11, 2, 8, 10, 12, 4, 5, 14, 13, 9, 0]",4160.7921
4,0.001,"[0, 12, 11, 1, 14, 5, 9, 13, 15, 2, 10, 8, 6, 7, 3, 4, 0]",3540.5055
4,0.0011,"[0, 10, 7, 1, 8, 12, 15, 13, 14, 11, 5, 2, 3, 9, 6, 4, 0]",4944.5506
4,0.0009,"[0, 14, 6, 2, 3, 5, 13, 9, 4, 1, 12, 10, 15, 8, 7, 11, 0]",3383.0219
4,0.0012,"[0, 9, 8, 4, 10, 15, 11, 6, 14, 3, 7, 2, 12, 5, 13, 1, 0]",4128.1217
4,0.0011,"[0, 9, 5, 7, 12, 1, 8, 13, 11, 6, 15, 14, 3, 4, 10, 2, 0]",3344.0271
4,0.0011,"[0, 6, 8, 11, 5, 4, 1, 7, 15, 2, 13, 14, 10, 12, 9, 3, 0]",4569.221
4,0.001,"[0, 12, 4, 2, 3, 8, 7, 5, 1, 11, 9, 14, 15, 13, 6, 10, 0]",4261.0246
4,0.001,"[0, 1, 8, 14, 3, 4, 11, 2, 12, 7, 10, 9, 13, 5, 6, 15, 0]",4118.2844
4,0.0009,"[0, 13, 4, 6, 8, 7, 2, 1, 5, 12, 15, 3, 10, 11, 14, 9, 0]",3718.3674
4,0.0013,"[0, 13, 4, 15, 9, 7, 10, 6, 5, 3, 1, 2, 12, 14, 11, 8, 0]",3859.6472
4,0.0012,"[0, 3, 6, 8, 10, 4, 15, 11, 14, 7, 12, 9, 13, 1, 5, 2, 0]",4143.7392
4,0.0009,"[0, 5, 3, 7, 13, 9, 2, 1, 10, 14, 6, 12, 4, 15, 11, 8, 0]",3729.6016
4,0.0012,"[0, 14, 8, 5, 12, 2, 4, 3, 11, 1, 6, 10, 7, 15, 9, 13, 0]",4586.4133
4,0.001,"[0, 9, 12, 13, 5, 2, 8, 7, 3, 15, 1, 10, 6, 14, 11, 4, 0]",3421.794
4,0.0009,"[0, 12, 7, 15, 4, 11, 14, 10, 13, 6, 9, 5, 1, 8, 2, 3, 0]",4626.5084
4,0.0011,"[0, 12, 15, 4, 1, 14, 3, 9, 2, 5, 7, 6, 8, 13, 10, 11, 0]",3304.0507
4,0.001,"[0, 8, 14, 13, 12, 3, 7, 1, 6, 2, 15, 10, 5, 9, 11, 4, 0]",3901.8739
4,0.0013,"[0, 15, 4, 7, 9, 14, 10, 8, 11, 12, 13, 3, 2, 6, 5, 1, 0]",4753.1672
4,0.0012,"[0, 10, 12, 15, 7, 4, 2, 9, 14, 6, 1, 3, 8, 5, 11, 13, 0]",4759.2179
4,0.0009,"[0, 11, 5, 14, 15, 2, 9, 3, 6, 8, 13, 10, 7, 4, 12, 1, 0]",4726.333
4,0.0009,"[0, 8, 14, 4, 13, 10, 3, 12, 6, 9, 15, 1, 7, 2, 5, 11, 0]",3974.5006
4,0.001,"[0, 12, 6, 15, 8, 13, 7, 14, 11, 10, 9, 1, 5, 3, 4, 2, 0]",4343.0475
4,0.001,"[0, 4, 1, 14, 3, 7, 13, 9, 6, 2, 5, 10, 15, 12, 11, 8, 0]",4168.9548
4,0.0011,"[0, 7, 6, 8, 14, 10, 5, 12, 11, 9, 15, 13, 2, 4, 3, 1, 0]",4674.307
4,0.0009,"[0, 13, 2, 11, 12, 7, 14, 4, 8, 10, 1, 9, 5, 6, 15, 3, 0]",3714.4355
4,0.0011,"[0, 2, 1, 7, 11, 15, 3, 10, 13, 5, 4, 8, 6, 14, 12, 9, 0]",4007.3506
4,0.0009,"[0, 4, 3, 10, 8, 5, 14, 2, 6, 12, 15, 9, 7, 1, 13, 11, 0]",4618.4021
4,0.0009,"[0, 5, 10, 2, 11, 14, 13, 8, 1, 7, 3, 6, 9, 12, 15, 4, 0]",4300.5354
4,0.001,"[0, 8, 12, 1, 5, 10, 14, 7, 4, 11, 3, 9, 13, 2, 15, 6, 0]",4554.7748
4,0.0011,"[0, 6, 8, 1, 10, 7, 2, 14, 9, 15, 11, 5, 13, 4, 3, 12, 0]",4090.2041
4,0.0011,"[0, 8, 10, 14, 4, 9, 13, 5, 2, 11, 15, 12, 3, 6, 1, 7, 0]",3488.8606
4,0.0011,"[0, 14, 2, 8, 4, 5, 15, 12, 10, 6, 3, 1, 7, 9, 13, 11, 0]",4515.9785
4,0.001,"[0, 9, 14, 12, 15, 10, 11, 13, 5, 1, 2, 4, 6, 3, 8, 7, 0]",3597.2342
4,0.001,"[0, 9, 8, 7, 11, 12, 5, 6, 10, 15, 1, 4, 13, 3, 14, 2, 0]",4295.3717
4,0.0012,"[0, 15, 7, 6, 14, 1, 4, 5, 12, 11, 3, 10, 8, 13, 9, 2, 0]",4045.3115
4,0.0009,"[0, 10, 8, 6, 7, 12, 4, 2, 3, 1, 5, 14, 15, 11, 9, 13, 0]",4035.7329
4,0.001,"[0, 2, 15, 11, 6, 9, 12, 5, 8, 4, 13, 14, 10, 7, 1, 3, 0]",3957.6544
4,0.0013,"[0, 10, 9, 8, 2, 1, 6, 5, 7, 12, 13, 4, 14, 11, 15, 3, 0]",4278.1492
4,0.0009,"[0, 6, 2, 14, 4, 5, 13, 9, 3, 1, 7, 15, 11, 8, 12, 10, 0]",3407.7984
4,0.0009,"[0, 7, 4, 12, 6, 9, 15, 1, 2, 10, 11, 14, 8, 13, 3, 5, 0]",4162.1623
4,0.0009,"[0, 14, 10, 4, 9, 5, 7, 1, 2, 8, 11, 3, 12, 6, 13, 15, 0]",3529.954
4,0.001,"[0, 4, 3, 9, 13, 10, 8, 12, 7, 14, 15, 6, 1, 5, 2, 11, 0]",3458.8569
4,0.0009,"[0, 13, 7, 9, 3, 5, 6, 1, 15, 2, 8, 12, 4, 11, 10, 14, 0]",4371.8395
4,0.0012,"[0, 2, 10, 11, 14, 7, 5, 8, 13, 12, 4, 9, 1, 15, 6, 3, 0]",4392.8675
4,0.001,"[0, 15, 4, 1, 8, 9, 10, 11, 2, 14, 13, 5, 12, 6, 7, 3, 0]",3747.7381
4,0.0014,"[0, 6, 1, 4, 3, 14, 13, 10, 9, 8, 7, 2, 5, 12, 15, 11, 0]",3856.9089
