size,time,path,cost
4,0.0009,"[0, 11, 1, 10, 7, 5, 13, 2, 8, 15, 6, 12, 4, 14, 9, 3, 0]",3924.3182
4,0.001,"[0, 15, 4, 13, 11, 1, 2, 8, 12, 5, 7, 9, 6, 14, 10, 3, 0]",3670.3606
4,0.001,"[0, 14, 8, 11, 6, 12, 1, 13, 10, 5, 3, 7, 9, 15, 2, 4, 0]",3729.6454
4,0.0011,"[0, 14, 11, 2, 13, 6, 7, 12, 4, 1, 9, 3, 15, 5, 8, 10, 0]",4272.5725
4,0.0011,"[0, 9, 11, 3, 13, 14, 12, 2, 10, 15, 4, 5, 8, 1, 6, 7, 0]",4112.9092
4,0.001,"[0, 8, 3, 11, 2, 10, 1, 6, 4, 7, 14, 15, 12, 9, 5, 13, 0]",3383.5333
4,0.001,"[0, 2, 9, 6, 11, 8, 1, 4, 10, 7, 5, 12, 13, 14, 15, 3, 0]",3673.8059
4,0.0013,"[0, 15, 11, 6, 13, 2, 7, 14, 3, 9, 1, 8, 10, 5, 12, 4, 0]",4093.6991
4,0.001,"[0, 7, 13, 12, 8, 10, 2, 15, 4, 14, 3, 9, 5, 6, 1, 11, 0]",4111.5428
4,0.0009,"[0, 6, 11, 14, 12, 8, 13, 9, 3, 4, 7, 15, 2, 5, 10, 1, 0]",4761.1557
4,0.0014,"[0, 9, 14, 1, 15, 5, 13, 10, 3, 8, 4, 6, 11, 7, 2, 12, 0]",3885.6163
4,0.0011,"[0, 13, 5, 7, 8, 14, 1, 15, 4, 12, 2, 9, 11, 10, 6, 3, 0]",4710.6614
4,0.001,"[0, 5, 12, 11, 10, 15, 9, 14, 8, 6, 13, 3, 4, 1, 2, 7, 0]",4063.7469
4,0.0013,"[0, 5, 15, 9, 3, 13, 6, 1, 4, 2, 10, 14, 8, 7, 12, 11, 0]",4299.4423
4,0.0009,"[0, 13, 6, 15, 14, 12, 9, 4, 3, 11, 7, 1, 10, 5, 2, 8, 0]",4815.9788
4,0.001,"[0, 8, 1, 11, 6, 7, 15, 13, 10, 5, 3, 9, 2, 4, 14, 12, 0]",2819.6988
4,0.0013,"[0, 1, 14, 9, 3, 7, 5, 4, 12, 15, 10, 2, 6, 8, 11, 13, 0]",4380.8816
4,0.001,"[0, 7, 10, 1, 8, 12, 15, 3, 14, 2, 9, 13, 5, 6, 4, 11, 0]",4890.1957
4,0.0009,"[0, 9, 8, 13, 4, 11, 2, 14, 10, 7, 3, 1, 15, 5, 6, 12, 0]",3918.8097
4,0.0012,"[0, 5, 3, 9, 8, 14, 15, 4, 1, 13, 10, 2, 6, 12, 11, 7, 0]",4122.2801
4,0.001,"[0, 6, 14, 12, 9, 4, 15, 8, 2, 5, 10, 11, 7, 13, 3, 1, 0]",4285.7111
4,0.0009,"[0, 5, 9, 15, 14, 6, 1, 12, 7, 8, 13, 3, 10, 2, 11, 4, 0]",3677.7694
4,0.0011,"[0, 8, 11, 7, 2, 12, 14, 15, 3, 13, 4, 5, 1, 10, 6, 9, 0]",4224.7944
4,0.0011,"[0, 3, 13, 2, 11, 9, 5, 1, 4, 10, 12, 8, 14, 7, 15, 6, 0]",3978.4664
4,0.0009,"[0, 8, 14, 4, 11, 9, 10, 2, 5, 15, 13, 12, 1, 3, 7, 6, 0]",3049.7116
4,0.0011,"[0, 11, 8, 4, 15, 9, 10, 5, 2, 14, 6, 7, 1, 3, 12, 13, 0]",3092.6875
4,0.001,"[0, 3, 2, 14, 11, 9, 12, 8, 5, 13, 7, 4, 15, 1, 10, 6, 0]",3879.3124
4,0.001,"[0, 2, 12, 5, 11, 10, 14, 13, 7, 15, 6, 9, 3, 1, 8, 4, 0]",4174.5694
4,0.001,"[0, 6, 1, 7, 8, 2, 3, 5, 10, 14, 13, 15, 4, 9, 12, 11, 0]",3791.4862
4,0.0017,"[0, 2, 10, 11, 7, 8, 13, 14, 6, 15, 1, 4, 3, 12, 9, 5, 0]",4104.1729
4,0.001,"[0, 8, 15, 14, 10, 1, 6, 11, 7, 3, 2, 4, 5, 13, 12, 9, 0]",3212.0998
4,0.0014,"[0, 4, 5, 1, 9, 7, 3, 14, 6, 13, 12, 8, 2, 10, 15, 11, 0]",3848.747
4,0.0009,"[0, 2, 12, 1, 11, 9, 3, 7, 10, 4, 6, 5, 14, 15, 13, 8, 0]",3425.9161
4,0.0009,"[0, 5, 4, 2, 14, 7, 11, 3, 6, 1, 10, 9, 12, 8, 13, 15, 0]",4402.6531
4,0.001,"[0, 14, 10, 6, 8, 3, 15, 13, 1, 7, 12, 11, 5, 2, 4, 9, 0]",4968.6714
4,0.0016,"[0, 5, 7, 9, 8, 4, 11, 15, 10, 14, 1, 3, 6, 2, 12, 13, 0]",4258.8629
4,0.0009,"[0, 15, 4, 6, 2, 11, 7, 9, 14, 10, 5, 1, 13, 12, 3, 8, 0]",4932.8346
4,0.0014,"[0, 8, 15, 12, 7, 2, 5, 3, 6, 11, 13, 14, 1, 10, 9, 4, 0]",3126.6156
4,0.001,"[0, 10, 14, 15, 2, 7, 11, 5, 9, 3, 12, 4, 8, 13, 1, 6, 0]",3548.2183
4,0.001,"[0, 12, 3, 15, 14, 6, 2, 4, 11, 10, 1, 7, 13, 5, 9, 8, 0]",4928.7862
4,0.0012,"[0, 14, 7, 12, 6, 4, 8, 9, 13, 11, 15, 2, 5, 1, 3, 10, 0]",4797.4302
4,0.0012,"[0, 7, 6, 1, 8, 13, 5, 3, 12, 11, 14, 4, 15, 10, 2, 9, 0]",4613.2533
4,0.0009,"[0, 4, 11, 15, 14, 13, 7, 10, 3, 9, 1, 6, 5, 12, 2, 8, 0]",4701.8847
4,0.0014,"[0, 5, 10, 12, 4, 11, 14, 9, 1, 15, 6, 7, 3, 2, 13, 8, 0]",3676.5146
4,0.001,"[0, 14, 2, 3, 12, 5, 8, 9, 11, 10, 1, 13, 7, 6, 4, 15, 0]",4622.6534
4,0.0009,"[0, 7, 3, 13, 4, 14, 12, 8, 1, 2, 6, 9, 5, 10, 11, 15, 0]",3544.9258
4,0.0013,"[0, 14, 2, 6, 10, 1, 12, 8, 5, 9, 4, 13, 11, 3, 7, 15, 0]",4233.067
4,0.0019,"[0, 6, 13, 2, 7, 9, 11, 3, 15, 14, 1, 8, 10, 5, 12, 4, 0]",3209.3782
4,0.0009,"[0, 11, 10, 7, 8, 1, 13, 2, 4, 9, 15, 5, 3, 12, 6, 14, 0]",5431.5333
4,0.001,"[0, 1, 5, 7, 9, 8, 12, 6, 10, 11, 13, 15, 2, 14, 4, 3, 0]",4228.2435
4,0.001,"[0, 2, 13, 10, 3, 6, 1, 9, 11, 12, 5, 4, 7, 14, 8, 15, 0]",4423.3568
4,0.001,"[0, 9, 8, 4, 13, 3, 10, 15, 11, 5, 2, 14, 7, 12, 1, 6, 0]",4436.7502
4,0.0011,"[0, 4, 10, 5, 13, 12, 3, 14, 2, 8, 1, 6, 11, 15, 7, 9, 0]",4158.3854
4,0.0012,"[0, 14, 7, 15, 13, 11, 9, 12, 3, 2, 8, 10, 5, 1, 4, 6, 0]",4961.8136
4,0.001,"[0, 11, 3, 8, 14, 6, 12, 5, 2, 4, 15, 10, 13, 9, 7, 1, 0]",3924.82
4,0.0011,"[0, 6, 14, 11, 9, 4, 8, 15, 1, 3, 12, 5, 7, 10, 13, 2, 0]",4810.7153
4,0.0009,"[0, 5, 12, 14, 1, 9, 3, 11, 6, 7, 8, 10, 4, 2, 13, 15, 0]",4590.4924
4,0.0009,"[0, 5, 9, 15, 2, 6, 11, 12, 4, 8, 13, 3, 10, 1, 14, 7, 0]",4386.2825
4,0.0011,"[0, 12, 3, 6, 7, 9, 13, 11, 8, 4, 14, 15, 5, 2, 10, 1, 0]",3844.6823
4,0.0013,"[0, 2, 5, 13, 4, 15, 11, 9, 7, 6, 14, 1, 10, 3, 8, 12, 0]",5025.8812
4,0.001,"[0, 7, 5, 12, 10, 9, 3, 11, 2, 13, 8, 6, 15, 1, 4, 14, 0]",4791.9422
4,0.001,"[0, 10, 8, 15, 12, 7, 9, 2, 6, 3, 4, 5, 13, 1, 11, 14, 0]",4870.3758
4,0.0009,"[0, 11, 6, 15, 10, 1, 3, 9, 12, 14, 4, 7, 2, 13, 5, 8, 0]",3625.9904
4,0.0011,"[0, 1, 4, 8, 12, 6, 13, 3, 14, 2, 5, 15, 11, 9, 7, 10, 0]",4072.197
4,0.001,"[0, 9, 8, 4, 7, 11, 14, 10, 3, 2, 1, 12, 15, 13, 5, 6, 0]",3862.2398
4,0.0012,"[0, 11, 5, 2, 3, 12, 6, 15, 1, 4, 9, 13, 14, 7, 10, 8, 0]",4035.2336
4,0.0011,"[0, 5, 11, 9, 14, 10, 13, 3, 2, 4, 7, 15, 1, 12, 8, 6, 0]",4419.9375
4,0.0011,"[0, 6, 13, 14, 7, 5, 8, 11, 2, 15, 12, 9, 4, 3, 10, 1, 0]",4065.7508
4,0.001,"[0, 7, 1, 8, 2, 3, 4, 6, 13, 15, 12, 14, 5, 10, 9, 11, 0]",3584.4303
4,0.001,"[0, 4, 6, 12, 3, 15, 5, 7, 8, 10, 1, 9, 2, 13, 11, 14, 0]",3812.5029
4,0.001,"[0, 14, 11, 6, 7, 10, 3, 2, 15, 9, 13, 5, 4, 1, 8, 12, 0]",4021.3496
4,0.0011,"[0, 15, 4, 1, 5, 2, 11, 6, 10, 13, 7, 3, 12, 8, 9, 14, 0]",4508.6168
4,0.0013,"[0, 15, 4, 2, 14, 10, 9, 1, 11, 12, 13, 6, 7, 8, 3, 5, 0]",4333.8884
4,0.001,"[0, 10, 8, 12, 7, 3, 13, 15, 14, 4, 6, 11, 2, 5, 1, 9, 0]",4774.5023
4,0.001,"[0, 8, 10, 3, 14, 2, 1, 12, 7, 11, 15, 6, 9, 13, 4, 5, 0]",4991.8386
4,0.0011,"[0, 12, 11, 1, 13, 9, 4, 10, 8, 14, 15, 6, 3, 5, 7, 2, 0]",3767.9931
4,0.0012,"[0, 6, 8, 12, 2, 5, 13, 4, 9, 10, 15, 1, 14, 11, 3, 7, 0]",4945.4135
4,0.0011,"[0, 1, 11, 3, 5, 2, 9, 12, 8, 13, 7, 4, 14, 15, 6, 10, 0]",5300.8561
4,0.001,"[0, 8, 13, 14, 9, 7, 4, 5, 15, 10, 11, 3, 6, 1, 12, 2, 0]",4451.8232
4,0.0012,"[0, 15, 8, 12, 7, 11, 14, 10, 13, 4, 5, 9, 3, 6, 1, 2, 0]",5001.2027
4,0.002,"[0, 14, 4, 9, 2, 1, 6, 5, 10, 13, 3, 11, 12, 8, 15, 7, 0]",3568.4785
4,0.001,"[0, 12, 11, 9, 3, 10, 5, 1, 14, 8, 6, 15, 4, 13, 7, 2, 0]",4964.3083
4,0.0015,"[0, 4, 11, 1, 14, 9, 15, 8, 5, 3, 2, 12, 10, 7, 6, 13, 0]",5031.1051
4,0.0011,"[0, 4, 10, 1, 5, 14, 3, 11, 2, 8, 13, 15, 9, 12, 6, 7, 0]",3286.4275
4,0.001,"[0, 8, 3, 10, 12, 6, 5, 15, 4, 1, 14, 9, 11, 7, 2, 13, 0]",4815.971
4,0.0012,"[0, 4, 15, 3, 1, 7, 14, 2, 11, 6, 12, 10, 8, 9, 5, 13, 0]",4701.2561
4,0.0009,"[0, 6, 14, 11, 10, 4, 15, 13, 3, 8, 1, 2, 9, 12, 7, 5, 0]",4191.5948
4,0.001,"[0, 11, 14, 8, 1, 13, 6, 3, 10, 5, 12, 4, 9, 2, 7, 15, 0]",4986.5946
4,0.0011,"[0, 6, 9, 13, 7, 2, 14, 12, 3, 11, 5, 1, 4, 10, 8, 15, 0]",3816.9373
4,0.001,"[0, 12, 8, 4, 13, 2, 15, 11, 9, 6, 7, 1, 5, 3, 10, 14, 0]",3726.4842
4,0.0009,"[0, 14, 4, 8, 15, 7, 3, 2, 10, 1, 11, 5, 9, 6, 12, 13, 0]",3702.1192
4,0.0011,"[0, 5, 10, 9, 14, 1, 13, 4, 11, 12, 7, 8, 6, 15, 3, 2, 0]",4185.0419
4,0.001,"[0, 4, 3, 9, 7, 10, 2, 13, 14, 5, 6, 15, 11, 8, 1, 12, 0]",4740.8585
4,0.0009,"[0, 7, 8, 13, 1, 3, 6, 2, 9, 12, 4, 14, 11, 5, 10, 15, 0]",4499.6576
4,0.0009,"[0, 11, 3, 6, 1, 2, 13, 8, 7, 15, 4, 10, 14, 12, 5, 9, 0]",4183.6562
4,0.0016,"[0, 9, 12, 10, 13, 6, 4, 14, 3, 11, 15, 7, 8, 5, 1, 2, 0]",4233.7523
4,0.0009,"[0, 7, 10, 6, 2, 8, 9, 13, 12, 14, 1, 4, 15, 5, 11, 3, 0]",4377.9921
4,0.0009,"[0, 13, 10, 4, 3, 8, 7, 1, 5, 15, 9, 2, 6, 12, 11, 14, 0]",4697.2715
4,0.0011,"[0, 5, 7, 9, 6, 2, 14, 13, 11, 12, 8, 15, 10, 3, 1, 4, 0]",4365.567
4,0.0019,"[0, 13, 3, 1, 5, 2, 14, 4, 11, 6, 15, 12, 8, 9, 7, 10, 0]",4525.7164
4,0.0019,"[0, 12, 5, 6, 8, 15, 3, 14, 9, 10, 4, 2, 11, 1, 7, 13, 0]",4448.3239
4,0.0017,"[0, 8, 3, 15, 4, 6, 10, 2, 9, 7, 14, 1, 12, 13, 11, 5, 0]",4224.0157
4,0.0018,"[0, 3, 12, 13, 9, 15, 1, 5, 4, 7, 6, 11, 2, 14, 10, 8, 0]",4380.4532
4,0.0014,"[0, 1, 12, 6, 3, 14, 11, 8, 13, 15, 2, 9, 5, 10, 7, 4, 0]",4817.2136
4,0.001,"[0, 6, 9, 8, 10, 3, 11, 12, 2, 7, 15, 5, 13, 4, 1, 14, 0]",3679.9613
4,0.0011,"[0, 14, 11, 7, 9, 1, 4, 3, 10, 15, 12, 8, 6, 2, 13, 5, 0]",4387.8282
4,0.001,"[0, 7, 4, 6, 8, 1, 2, 9, 14, 11, 5, 10, 12, 15, 3, 13, 0]",4207.1079
4,0.0011,"[0, 15, 11, 14, 12, 9, 7, 4, 8, 2, 3, 5, 13, 10, 1, 6, 0]",4031.0448
4,0.001,"[0, 5, 11, 4, 15, 12, 2, 14, 1, 8, 6, 10, 7, 13, 9, 3, 0]",4194.3953
4,0.0009,"[0, 13, 1, 2, 14, 6, 11, 5, 4, 7, 10, 12, 8, 15, 9, 3, 0]",5365.0811
4,0.0009,"[0, 11, 10, 1, 13, 2, 3, 9, 14, 15, 8, 6, 12, 7, 5, 4, 0]",4593.7899
4,0.0013,"[0, 11, 4, 14, 8, 15, 2, 9, 5, 3, 10, 7, 6, 12, 1, 13, 0]",3015.9999
4,0.001,"[0, 3, 15, 9, 1, 4, 12, 5, 14, 6, 13, 2, 8, 11, 10, 7, 0]",4525.7565
4,0.0009,"[0, 12, 13, 7, 15, 8, 10, 3, 6, 2, 1, 9, 4, 5, 11, 14, 0]",4762.8927
4,0.001,"[0, 5, 11, 10, 9, 1, 7, 12, 2, 14, 6, 3, 15, 13, 8, 4, 0]",4199.2232
4,0.0011,"[0, 2, 4, 3, 15, 5, 14, 7, 13, 10, 6, 11, 12, 9, 8, 1, 0]",4870.7555
4,0.0009,"[0, 9, 7, 6, 5, 4, 1, 14, 2, 10, 13, 11, 12, 3, 15, 8, 0]",3861.5654
4,0.001,"[0, 15, 6, 4, 11, 2, 7, 5, 14, 13, 3, 9, 8, 1, 12, 10, 0]",4789.9932
4,0.0012,"[0, 6, 3, 1, 8, 12, 9, 7, 5, 4, 15, 11, 10, 2, 13, 14, 0]",4817.7555
4,0.0011,"[0, 3, 8, 5, 11, 6, 10, 7, 13, 1, 14, 9, 4, 12, 15, 2, 0]",3904.3149
4,0.0011,"[0, 5, 15, 6, 1, 14, 3, 13, 12, 11, 4, 8, 9, 2, 7, 10, 0]",4722.5559
4,0.001,"[0, 2, 5, 6, 4, 10, 13, 8, 7, 12, 1, 11, 14, 3, 15, 9, 0]",3931.9514
4,0.001,"[0, 8, 3, 11, 10, 5, 7, 4, 6, 1, 9, 2, 15, 14, 13, 12, 0]",3704.8868
4,0.0011,"[0, 15, 7, 13, 9, 1, 14, 6, 2, 10, 3, 5, 11, 4, 8, 12, 0]",4557.1709
4,0.0011,"[0, 7, 14, 12, 2, 13, 11, 3, 4, 9, 10, 6, 1, 15, 8, 5, 0]",3703.1199
4,0.0012,"[0, 12, 10, 2, 4, 6, 15, 14, 11, 1, 8, 5, 13, 7, 9, 3, 0]",4737.6022
4,0.001,"[0, 3, 2, 8, 7, 14, 11, 10, 12, 4, 15, 6, 1, 9, 13, 5, 0]",4570.6371
4,0.001,"[0, 6, 11, 5, 15, 7, 12, 9, 8, 2, 1, 10, 13, 4, 3, 14, 0]",3532.1159
4,0.0012,"[0, 2, 9, 12, 4, 1, 8, 14, 11, 7, 6, 10, 3, 5, 15, 13, 0]",3908.3484
4,0.001,"[0, 11, 10, 4, 9, 15, 2, 6, 5, 8, 7, 13, 1, 14, 12, 3, 0]",4214.2808
4,0.0011,"[0, 12, 3, 2, 9, 13, 5, 7, 4, 11, 15, 8, 6, 10, 1, 14, 0]",4307.3455
4,0.0011,"[0, 1, 15, 10, 5, 13, 9, 8, 11, 3, 4, 2, 12, 6, 7, 14, 0]",3580.6255
4,0.001,"[0, 3, 15, 8, 7, 4, 12, 5, 1, 9, 6, 13, 14, 10, 11, 2, 0]",4956.1159
4,0.0009,"[0, 10, 1, 11, 3, 8, 12, 4, 9, 14, 2, 7, 15, 6, 5, 13, 0]",4464.7689
4,0.0011,"[0, 6, 7, 5, 13, 11, 3, 10, 12, 4, 1, 9, 2, 8, 14, 15, 0]",5062.9611
4,0.0011,"[0, 3, 15, 5, 2, 4, 11, 12, 13, 1, 7, 10, 14, 6, 8, 9, 0]",4015.1669
4,0.0012,"[0, 11, 8, 15, 4, 12, 2, 7, 3, 10, 13, 6, 5, 9, 1, 14, 0]",5004.2573
4,0.001,"[0, 3, 11, 1, 6, 13, 14, 7, 2, 8, 9, 5, 12, 15, 10, 4, 0]",4460.4801
4,0.001,"[0, 4, 7, 1, 9, 5, 6, 11, 3, 13, 15, 14, 12, 8, 2, 10, 0]",4270.6456
4,0.001,"[0, 5, 1, 13, 8, 9, 6, 2, 4, 12, 10, 14, 11, 3, 15, 7, 0]",3527.2263
4,0.001,"[0, 13, 15, 8, 6, 9, 14, 5, 7, 3, 1, 4, 11, 10, 12, 2, 0]",3920.5248
4,0.001,"[0, 14, 6, 7, 10, 11, 12, 4, 2, 13, 3, 5, 15, 8, 1, 9, 0]",4230.2023
4,0.0013,"[0, 5, 10, 14, 12, 7, 13, 1, 4, 15, 3, 11, 6, 2, 8, 9, 0]",3431.5379
4,0.0014,"[0, 6, 1, 14, 9, 12, 8, 7, 13, 10, 2, 11, 3, 15, 5, 4, 0]",4597.3632
4,0.001,"[0, 9, 1, 13, 10, 12, 15, 2, 4, 7, 3, 6, 14, 8, 5, 11, 0]",4317.0698
4,0.001,"[0, 2, 5, 10, 15, 9, 12, 4, 3, 13, 11, 8, 7, 1, 6, 14, 0]",4675.0547
4,0.001,"[0, 2, 5, 6, 7, 3, 13, 15, 8, 14, 9, 4, 10, 11, 1, 12, 0]",4625.5425
4,0.001,"[0, 11, 10, 13, 12, 6, 8, 1, 3, 15, 4, 9, 7, 2, 5, 14, 0]",4157.7808
4,0.0017,"[0, 3, 6, 9, 8, 2, 5, 1, 4, 7, 11, 14, 15, 12, 13, 10, 0]",4164.219
4,0.0009,"[0, 11, 9, 14, 1, 8, 3, 7, 5, 15, 6, 10, 2, 12, 13, 4, 0]",3849.9316
4,0.0009,"[0, 3, 13, 1, 10, 9, 12, 14, 4, 6, 5, 11, 7, 15, 8, 2, 0]",4494.1298
4,0.0011,"[0, 11, 3, 13, 4, 1, 12, 2, 15, 5, 10, 9, 14, 7, 6, 8, 0]",4763.4989
4,0.001,"[0, 3, 13, 10, 11, 7, 12, 1, 9, 2, 14, 5, 8, 6, 15, 4, 0]",3694.4945
4,0.0009,"[0, 14, 9, 13, 1, 4, 3, 12, 7, 8, 5, 10, 6, 11, 2, 15, 0]",4959.0965
4,0.0011,"[0, 13, 7, 2, 8, 9, 10, 5, 6, 11, 12, 3, 4, 15, 1, 14, 0]",3881.0237
4,0.0011,"[0, 2, 9, 10, 3, 6, 15, 12, 4, 14, 7, 11, 1, 5, 8, 13, 0]",4500.454
4,0.001,"[0, 8, 12, 4, 10, 5, 15, 1, 14, 11, 9, 13, 7, 2, 6, 3, 0]",4427.5017
4,0.001,"[0, 4, 13, 8, 15, 12, 5, 3, 9, 1, 7, 14, 2, 11, 10, 6, 0]",3268.1321
4,0.001,"[0, 1, 7, 8, 14, 4, 15, 13, 3, 9, 11, 5, 6, 10, 12, 2, 0]",3581.6332
4,0.001,"[0, 8, 4, 14, 7, 15, 13, 6, 12, 5, 2, 1, 3, 9, 11, 10, 0]",3854.3406
4,0.0009,"[0, 2, 7, 6, 11, 12, 8, 4, 15, 9, 13, 14, 10, 3, 5, 1, 0]",4009.9981
4,0.0012,"[0, 12, 10, 9, 11, 15, 8, 3, 5, 14, 4, 7, 1, 2, 13, 6, 0]",3340.6018
4,0.0009,"[0, 11, 14, 4, 8, 12, 13, 3, 2, 7, 10, 15, 1, 9, 5, 6, 0]",3687.6085
4,0.001,"[0, 6, 12, 7, 1, 14, 8, 3, 5, 2, 13, 15, 4, 9, 10, 11, 0]",4800.2176
4,0.001,"[0, 15, 1, 7, 4, 5, 10, 2, 14, 12, 9, 8, 6, 11, 13, 3, 0]",4591.9001
4,0.0009,"[0, 11, 10, 13, 5, 3, 1, 4, 9, 8, 14, 12, 15, 2, 6, 7, 0]",4811.0116
4,0.0009,"[0, 13, 2, 8, 1, 9, 3, 12, 11, 10, 7, 4, 5, 6, 15, 14, 0]",4303.9981
4,0.0021,"[0, 2, 4, 6, 13, 14, 7, 15, 5, 11, 3, 10, 12, 8, 1, 9, 0]",5240.765
4,0.0018,"[0, 8, 10, 12, 2, 1, 6, 5, 13, 3, 9, 4, 15, 7, 11, 14, 0]",4222.5914
4,0.0014,"[0, 3, 15, 11, 4, 6, 14, 7, 8, 1, 10, 5, 13, 9, 12, 2, 0]",3778.0338
4,0.0011,"[0, 3, 1, 13, 2, 4, 7, 9, 12, 6, 10, 8, 5, 14, 11, 15, 0]",4335.856
4,0.0016,"[0, 1, 12, 8, 9, 4, 10, 6, 14, 15, 7, 13, 2, 11, 5, 3, 0]",4265.3387
4,0.002,"[0, 1, 7, 15, 6, 13, 12, 11, 3, 9, 5, 10, 8, 2, 4, 14, 0]",4360.1219
4,0.0011,"[0, 5, 2, 13, 8, 12, 4, 14, 7, 15, 10, 1, 6, 9, 3, 11, 0]",4516.3153
4,0.001,"[0, 9, 15, 11, 3, 7, 12, 4, 10, 6, 8, 2, 1, 5, 13, 14, 0]",3757.606
4,0.0013,"[0, 10, 4, 3, 9, 6, 15, 8, 11, 5, 14, 7, 13, 1, 12, 2, 0]",4112.3131
4,0.0016,"[0, 14, 2, 9, 11, 10, 6, 7, 12, 15, 4, 3, 1, 13, 8, 5, 0]",4125.0346
4,0.0018,"[0, 5, 7, 3, 9, 6, 11, 2, 12, 14, 8, 4, 1, 13, 10, 15, 0]",4138.8165
4,0.0021,"[0, 7, 9, 13, 8, 1, 10, 3, 4, 5, 2, 14, 11, 6, 15, 12, 0]",4345.0655
4,0.0014,"[0, 3, 13, 8, 15, 4, 9, 10, 5, 14, 12, 11, 1, 2, 6, 7, 0]",4373.6296
4,0.0013,"[0, 4, 5, 7, 8, 13, 9, 15, 10, 2, 3, 11, 6, 14, 1, 12, 0]",4237.3123
4,0.0018,"[0, 7, 10, 8, 11, 6, 1, 15, 9, 5, 14, 12, 13, 2, 3, 4, 0]",4153.7821
4,0.0013,"[0, 6, 14, 4, 8, 2, 10, 3, 7, 11, 12, 1, 13, 15, 9, 5, 0]",4024.2883
4,0.0012,"[0, 3, 12, 10, 2, 5, 11, 9, 8, 14, 4, 15, 1, 13, 7, 6, 0]",4022.8515
4,0.002,"[0, 5, 10, 12, 15, 7, 8, 13, 1, 9, 14, 3, 6, 11, 4, 2, 0]",3773.1521
4,0.0017,"[0, 1, 15, 10, 6, 7, 8, 5, 11, 2, 12, 9, 3, 14, 13, 4, 0]",4091.9217
4,0.0011,"[0, 1, 10, 11, 5, 14, 7, 3, 12, 6, 13, 4, 8, 9, 2, 15, 0]",4603.6527
4,0.0019,"[0, 1, 10, 14, 12, 3, 2, 13, 9, 7, 4, 8, 11, 6, 15, 5, 0]",4595.0931
4,0.0017,"[0, 8, 10, 3, 4, 15, 6, 14, 9, 11, 1, 12, 13, 7, 2, 5, 0]",4275.4332
4,0.0015,"[0, 4, 6, 5, 9, 15, 13, 14, 8, 7, 3, 2, 10, 12, 11, 1, 0]",3865.9114
4,0.0011,"[0, 3, 15, 13, 2, 11, 9, 7, 14, 10, 5, 8, 4, 6, 12, 1, 0]",3652.4616
4,0.0028,"[0, 7, 11, 8, 12, 9, 4, 3, 14, 10, 15, 5, 13, 1, 6, 2, 0]",3894.0292
4,0.0017,"[0, 13, 15, 10, 8, 12, 9, 14, 11, 5, 7, 3, 2, 6, 4, 1, 0]",4375.089
4,0.002,"[0, 15, 1, 2, 7, 9, 13, 14, 10, 12, 11, 3, 5, 6, 4, 8, 0]",3772.362
4,0.0017,"[0, 10, 3, 1, 14, 12, 8, 2, 13, 11, 15, 9, 4, 5, 7, 6, 0]",4453.0236
4,0.0018,"[0, 13, 5, 7, 14, 2, 8, 15, 9, 6, 4, 10, 3, 12, 1, 11, 0]",4035.7568
4,0.0012,"[0, 6, 8, 11, 4, 5, 9, 12, 7, 13, 1, 3, 14, 15, 10, 2, 0]",4301.1608
4,0.0017,"[0, 1, 9, 15, 11, 5, 10, 4, 6, 12, 14, 3, 8, 2, 7, 13, 0]",4063.1434
4,0.0012,"[0, 8, 1, 2, 5, 7, 13, 9, 6, 15, 4, 10, 14, 11, 3, 12, 0]",3535.4876
4,0.0016,"[0, 10, 2, 13, 12, 1, 6, 4, 11, 14, 5, 3, 9, 8, 7, 15, 0]",4586.5017
